,0,1
14479,창녕 꼭 들려야 하는 명소 알려주세요,2
14480,그 때 미세먼지 어떨까 ㅎㅎ,3
14481,3월 3일 미세먼지,3
14482,창녕 고깃집 알려주세요,1
14483,서울 중구 미세먼지,3
14484,양식집 식당 추천해 줄래,1
14485,송파구 고깃집 추천 해줘,1
14486,송파구 카페 알려줄래,1
14487,서울 강서구 마카롱 어디 있냐,1
14488,미세먼지 알려줬으면 졸겠어,3
14489,먼지 많이 심할까,3
14490,내일 오산 가는데 김치 찜 어디 있냐,1
14491,홍천 마스크 필요하니,3
14492,전라도 근처 해변 알려줄래,2
14493,예산 오존 심하냐고,3
14494,제주도 미세먼지 어떤지 알려줄래,3
14495,증평 삼겹살 맛집 추천해 주라,1
14496,삼척 중국집 어디 있니,1
14497,강원도 주변 벚꽃 어디 있냐,2
14498,좋은 오리 고기 코스요리 추천해줘,1
14499,어쨋든 모레 안산 미세먼지 알려줄래,3
14500,샌드위치 잘하는 먹어 어디니,1
14501,인제 날씨 맑냐,0
14502,여주 이제 마스크 쓸까,3
14503,서대문구 가는데 담백한 레스토랑 어디인지,1
14504,보령 인기 있는 마카롱 추천해 주세요,1
14505,광양 덥다,0
14506,경주 마스크 써야 할까,3
14507,정선 흐리냐,0
14508,충청도 주변 산책로 알고싶어,2
14509,논산시 날씨 알려줘,0
14510,주변 잘 하는 식당 추천해 주라,1
14511,연천 샐러드 바 추천해 줘,1
14512,부안 공기 심하려나,3
14513,해장국 추천해 줘,1
14514,함평 꼭 들려야 하는 플라자 어디 있냐,2
14515,장수 구름 많이 끼고 추우려나,0
14516,홍대 혹시 더울까,0
14517,천안 소문난 보쌈 알려주라,1
14518,이번 주 인천 먼지 초미세먼지 어때,3
14519,종로 근처 벚꽃 추천해 주세요,2
14520,양양 미세먼지,3
14521,무주 날씨 알려주세요,0
14522,예산 우산 챙겨야 할까,0
14523,동작구 미세먼지 궁금해서 물어봤어요,3
14524,계룡 날씨 알려줘 월요일,0
14525,강동구 날씨 어떨까요,0
14526,경산 구경 하기 좋은 관광지 알려주라,2
14527,오늘 홍성군 공기 좀 뭐냐고,3
14528,그려 동해 구경 하기 좋은 명소 알려주라,2
14529,내일 그니까 충남 계룡 날씨 알려줄래,0
14530,좋은 사진 촬영 할만 한 휴양지 추천해 줘,2
14531,서울 미세먼지 심할지 말해 줘봐,3
14532,근처 인기 있는 식당 알려줄래,1
14533,아름다운 셀카 찍 수 있는 휴양지 알려주세요,2
14534,맑은 계곡,2
14535,경상북도 인기 많은 아구찜 추천 해주라,1
14536,주변 샐러드 맛집 가볼까,1
14537,전라도 근처 산책로 알려줘,2
14538,그니까 내일 충청남도 서천군 날씨 알려줄래,0
14539,남양주 관광 해볼만 한 명소 알려주세요,2
14540,김제 미세먼지,3
14541,당진 방송 나온 삼겹살 추천해 주라,1
14542,청담동 잘하는 곳 알려줘,1
14543,김포 놀 만 한 명소 알려주세요,2
14544,충청북도 근처 단풍 알고싶어,2
14545,서울 송파구 날씨 덥냐,0
14546,음성 갈비 맛집 추천해 주라,1
14547,구미 날씨 어떠냐,0
14548,이번 주 강릉 맑아 ㅋㅋ,0
14549,창원 피자 맛집 알려주세요,1
14550,임실 미세먼지,3
14551,충주 초미세먼지 알려주세요 궁금해요,3
14552,당진 퓨전 샐러드 바집 어디 있니,1
14553,아이고 이번 주 인천 날씨 알려줘,0
14554,경상도 주변 갈대 알려줘,2
14555,화천 돈까스 맛집 알려줘,1
14556,봉화 미세먼지,3
14557,군포 우산 필요하려나,0
14558,이번 주 세종 날씨 알려줘,0
14559,참 내일 전라북도 부안 미세먼지 알려줘,3
14560,강서구 회전 초밥 요리 추천 해주라,1
14561,봉화 비오냐,0
14562,전라도 주변 산 어디 있니,2
14563,그럼 모레 강원 고성 날씨 알려줄래,0
14564,강릉 치킨 집 알려줄래,1
14565,유명한 찌개 무한리필 추천해줘,1
14566,금산 관광 해볼만 한 명소 추천 ㅎ,2
14567,하동 공기 말해 줘,3
14568,무안 춥니,0
14569,무안 마스크 필요하냐,3
14570,양구 놀기 좋은 관광지 알고싶어,2
14571,남원 삼겹살 맛집 알려줘,1
14572,근처 인기 많은 맛집 어디 있냐,1
14573,완주 오늘 미세먼지 어때,3
14574,경주 잘 하는 연어 추천해 주라,1
14575,평택 갈만한 스키장 여행 해보고 싶네,2
14576,그니까 장성 빙수 맛집 알려줄래,1
14577,북구 관광지 추천해 주라,2
14578,서초구 분식집 알려주세요,1
14579,청양 미세먼지 심할지 알아봐줘,3
14580,근처 식당 알려줄래,1
14581,해운대 마스크 필요해,3
14582,여기 뭐 먹을까 ㅋ,1
14583,최고 셀카 촬영 할만 한 여행지 알고싶어,2
14584,전라남도 주변 폭포 어디 있냐,2
14585,월요일 미세먼지 심할까,3
14586,음 철원 날씨 추울까,0
14587,서울 서대문구 미세먼지 심할까,3
14588,노원구 횟집 알려주라,1
14589,월요일 먼지 심하겠지,3
14590,그럼 장성 빙수 식당 알려줄래,1
14591,삼척 아니 우산 챙겨야 할까,0
14592,제주도 근처 벚꽃 알려주라,2
14593,충청북도 주변 계곡 알려주라,2
14594,화성 관광 해볼만 한 민속촌 추천 해주라,2
14595,곡성 덥니,0
14596,거제 날씨 날씨,0
14597,정읍 가기 좋은 명소 추천 해주라,2
14598,제일 맛있게 하는 케이크 추천해 주라,1
14599,증평 꼭 가봐야 하는 관광지 추천해 주세요,2
14600,신수동 여행 가는데 날씨 알려줄래,0
14601,영암 날씨 덥냐,0
14602,진천 미세먼지,3
14603,의령 마스크 챙겨야해,3
14604,삼겹살 푸드 알려주세요,1
14605,고양시 미세먼지 상태 어떠려나,3
14606,경상북도 근처 단풍 알고싶어,2
14607,우산 써야 하니,0
14608,여행지 띄워주었음 좋겠어,2
14609,대전 은평구 미세먼지 심할까,3
14610,부천 지금 먼지 어떤데,3
14611,평창 미세먼지 알려줘,3
14612,내일 서울 노원 그니까 미세먼지 말해줘,3
14613,근처 잘 하는 식당 알려줄래,1
14614,양구 날씨 맑니,0
14615,구로 다음 주 기상상태 알려줄래,0
14616,경상북도 근처 바닷가 알려주세요,2
14617,서산 가봐야 하는 관광지 추천해 주라,2
14618,마포구 소문난 매운탕 알려줄래,1
14619,오늘 양주 오존 미세먼지,3
14620,청송 눈 오는지 말해 줘줘,0
14621,하동 날씨 맑냐,0
14622,영덕 미세먼지,3
14623,전남 목포 가려는데 화요일 미세먼지 궁금해요,3
14624,강진 들려야 하는 놀이동산 추천 해주세요,2
14625,남원 우산 가져갈까,0
14626,그러면 이따가 오늘 관악구 미세먼지 알려줘,3
14627,최고 셀카 찍 수 있는 휴양지 추천해 줘,2
14628,강원도 주변 강 알려주세요,2
14629,평창 닭꼬치 맛집 추천해 주세요,1
14630,태백 놀 만 한 목욕탕 알려줄래,2
14631,임실 공기 미세먼지,3
14632,영양 오징어 숙회 맛집 알려주겠니,1
14633,인생 사진 찍기 좋은 휴양지 추천해 주세요,2
14634,성주 우산 가져갈까,0
14635,주변 유명한 식당 알려줘,1
14636,태안 잘 하는 샤브샤브 추천해 줘,1
14637,유명한 족발 알려주세요,1
14638,화요일 근데 온도 어떠려나,0
14639,오전 평택 비 올까,0
14640,안양 미세먼지 어떨까,3
14641,서울 강북구 술집 알려주라,1
14642,홍천 그러면 공기상태,3
14643,주변 제일 맛있게 하는 맛집 어디 있냐,1
14644,청주 제일 맛있는 식당 추천해 주세요,1
14645,어쨋든 영동 뼈 해장국 어디 있니,1
14646,서울 동작구 날씨 어떠니,0
14647,모레 강북구 날씨 ㅎ,0
14648,서산 관광 할만 한 관광지 알고싶어,2
14649,거창 춥냐,0
14650,고창 마스크 챙길까 말까,3
14651,충청도 오존 어떤지 알려주세요,3
14652,족발 음식점 어디,1
14653,광명 여행 가는데 해장국 레스토랑 어디 있니,1
14654,전라남도 주변 해변 알려줘,2
14655,강동구 맛있게 하는 물냉면 알려주라,1
14656,미세먼지 상태 어떠려나,3
14657,장성 가볼만 한 명소 알고싶어,2
14658,강원도 근처 단풍 알고싶어,2
14659,그럼 제주 과자 맛집 어디 있니,1
14660,강원도 눈 오는지 말해 줘줘,0
14661,안성 맑니,0
14662,사천 흐릴까,0
14663,도봉구 목살 맛집 어때요,1
14664,경상남도 근처 해변 알려주세요,2
14665,이천 이번 주 심하려나 하늘,3
14666,성동구 근처 계곡 알고싶어,2
14667,전라북도 근처 벚꽃 어디 있니,2
14668,파전 맛집 알려줄래,1
14669,광양 우산 챙길까,0
14670,야 송파구 비빔국수 맛집 알고싶어,1
14671,광진구 분식집 추천 해줘,1
14672,경산 삼겹살 맛집 알려줘,1
14673,오산 베이커리 알고싶어,1
14674,모레 비 옷 입어야 하니,0
14675,먼지 많이 심한가,3
14676,사진 찍을만한 여행지 추천해 줘,2
14677,경상도 근처 계곡 추천해 주세요,2
14678,안동 날씨 어때,0
14679,도봉구 떡갈비 집 추천 해주세요,1
14680,전라북도 근처 산책로 알려주라,2
14681,오늘 대구 날씨 알려줘,0
14682,하지만 서울 중구 공기 미세먼지,3
14683,설마 내일 이천 맑냐,0
14684,포항 우산 챙길까,0
14685,영등포구 제일 맛있게 하는 양 꼬치 알고싶어,1
14686,경상남도 주변 해변 알려주라,2
14687,의왕 우산 챙겨야 할까,0
14688,하늘 흐리니,0
14689,계룡 구경 할만 한 관광지 어디 있냐,2
14690,군산 고깃집 알려줄래,1
14691,아 화순 뚝배기 알려줘,1
14692,오늘 김포 미세먼지 알려줄래 어쨋든,3
14693,그러면 가평 미세먼지 어떤지 부탁 합니다,3
14694,ㅋㅋ 대구 우산 써야 할까,0
14695,미세먼지 어떠니,3
14696,증평 공기 미세먼지,3
14697,경주 우산 가져가야하니,0
14698,서울 동대문구 춥니,0
14699,평택 우동 맛집 어디 있냐,1
14700,전라북도 주변 폭포 알려주라,2
14701,하하 옥천 들려 봐야 하는 식물원 추천해 주세요,2
14702,많이 더우면 안될텐데,0
14703,응 부안 공기 뭐야,3
14704,하남 눈 오냐,0
14705,부추전 맛집 필요해,1
14706,순천 날씨 흐릴까,0
14707,고양 피자 맛집 알려주세요,1
14708,양양 이제 마스크 가져갈까,3
14709,서울 양천구 갈비 맛집 알려줄래,1
14710,진천 우산 써야하니,0
14711,광양 우산 필요할까,0
14712,내일 강진 꽃가루 심할까,3
14713,전라북도 주변 바다 알려주세요,2
14714,아 해운대 곱창 추천해 주세요,1
14715,모레 서울시 노원 미세먼지 좀 알려줘,3
14716,양양 날씨 추우려나,0
14717,춘천 현재 미세먼지 어떨까나,3
14718,그러면 철원 치킨집 알려줄래,1
14719,통영 마스크 쓸까,3
14720,울릉 맛 나게 하는 감자탕 어디 있냐,1
14721,대구 영등포구 미세먼지 어떠니,3
14722,태안 날씨 맑니,0
14723,서울 중구 콩나물 국밥 알려줄래,1
14724,경상남도 주변 계곡 알려줄래,2
14725,옥천 놀 만 한 분수 대 어디 있니,2
14726,경주 구경 하기 좋은 명소 어디 있니,2
14727,화천 춥니,0
14728,가평 우산 필요하니,0
14729,금요일 여행갈건데 미세먼지 알려줘,3
14730,금산 뷔페 알려주세요,1
14731,청송 잘 하는 식당 알려줄래,1
14732,충청도 괜찮게 하는 샐러드 알려주세요,1
14733,충청도 주변 갯벌 알려줄래,2
14734,성북구 주변 여행지 알려주세요,2
14735,충청북도 근처 여행지 어디 있니,2
14736,경상도 주변 벚꽃 어디 있냐,2
14737,보성 우산 가져가야하니,0
14738,광주 양천구 마스크 쓸까,3
14739,미세먼지 궁금해서 물어봤어,3
14740,미세먼지 공기니,3
14741,아니 오늘 예산군 날씨 뭐야,0
14742,모레 곡성 아니 날씨 춥니,0
14743,계룡 미세먼지 알려줘 월요일,3
14744,강남구 비 오는지 말해 줘,0
14745,일요일 음 화천 공기 미세먼지,3
14746,김제 미세먼지,3
14747,의왕 비 오는지 말해 줘봐,0
14748,충청남도 근처 갈대 어디 있니,2
14749,제천 유명한 명소 어디 있냐,2
14750,광주 동대문구 미세먼지 공기,3
14751,용산구 맛있게 하는 팥빙수 추천해 주세요,1
14752,무안 가봐야 하는 관광지 알려주세요,2
14753,성남 눈 올지 알려주라,0
14754,전라남도 주변 산책로 어디 있냐,2
14755,할 수 있는 서핑 휴양지 어디 있니,2
14756,부산 동대문구 미세먼지 심할까,3
14757,서울 성북구 방송 나온 뷔페 알려줘,1
14758,경기도 근처 바다 알려주세요,2
14759,서울 도봉구 날씨 어때,0
14760,모레 전북 마스크 써야 하니,3
14761,성주 구경 할만 한 명소 어디 있니,2
14762,ㅋㅋ 함평 마스크 가져갈까,3
14763,괜찮은 사찰 여행지 있나요,2
14764,경상북도 들려야 하는 관광지 알려주라,2
14765,당진 눈 오는지 말해 줘봐,0
14766,순창 덥냐,0
14767,전라북도 근처 폭포 알려주세요,2
14768,주변 맛있게 하는 맛집 알려줘,1
14769,금요일 혹시 먼지 없으려나,3
14770,4월 8일 음성 먼지 어떤지 말해달라고,3
14771,성동구 유명한 오징어 알려줘,1
14772,금산 놀 만 한 식물원 추천 해줘,2
14773,헐 서울 양천구 마스크 챙겨야 할까,3
14774,제일 맛있는 오징어 추천해 주라,1
14775,그러면 오늘 옥천군 공기 뭐야,3
14776,동대문구 고깃집 알려주세요,1
14777,제일 맛있게 하는 잔치국수 추천해 줘,1
14778,그럼 평창 갈비 식당 알려주라,1
14779,대구 노원구 미세먼지,3
14780,현재 스모크 미세먼지,3
14781,고령 맑니,0
14782,거제 눈 올까,0
14783,가평 비 올지 알려줄래,0
14784,경기도 주변 휴양지 알려줘,2
14785,안동 덥냐,0
14786,원주 유명한 명소 어디 있냐,2
14787,청도 날씨 추울까,0
14788,경상도 미세먼지 어떤지 말해 주라,3
14789,제주도 비 올지 부탁 해,0
14790,동두천 그럼 흐리냐,0
14791,논산 덥냐,0
14792,제주도 근처 경치 어디 있냐,2
14793,중랑구 맛있게 하는 감자탕 알려주세요,1
14794,주변 제일 맛있는 맛집 어디 있냐,1
14795,금산 그럼 마스크 챙길까,3
14796,함평 가볼만 한 관광지 알려주라,2
14797,남해 그럼 우산 써야하니,0
14798,그 때 갔던 관광지 추천,2
14799,아니 부산 알밥 맛집 알려주세요,1
14800,거창 떡갈비 맛집 알려주세요,1
14801,그럼 경산 파전 식당 추천해 주세요,1
14802,광주 인기 많은 식당 알려줘,1
14803,구로구 일식집 코스 요리 어디 있니,1
14804,나주 날씨,0
14805,강원도 눈 오는지 말해 줘주세요,0
14806,안성 그러면 공기 미세먼지,3
14807,장수 날씨 좋니,0
14808,광진구 주변 여행지 알려주세요,2
14809,서귀포 미세먼지 알려주세요,3
14810,사천 비 오는지 말해 줘봐,0
14811,양천구 분식집 추천 해주라,1
14812,사진 찍기 좋은 여행지 알려줄래,2
14813,동대문구 횟집 알려줘,1
14814,파주 갈비 맛집 추천해 주라,1
14815,여수 지금 마스크 필요하니,3
14816,이번 주 속초 날씨 맑니 ㅋㅋ,0
14817,보은 흐리니,0
14818,고성 우산 써야 할까,0
14819,오늘 군산 날씨 덥냐,0
14820,그니까 영월 비 오는지 말해 줘,0
14821,일산 먼지 미세먼지,3
14822,일산 추울까,0
14823,추억 사진 찍을만한 여행지 알려주라,2
14824,아니 충남 논산 날씨 말해줄래,0
14825,아울러 내일 강원도 평창군 미세먼지 알려줄래,3
14826,임실 춥냐,0
14827,오후 울릉 마스크 필요하냐,3
14828,전라북도 오존 심할지 말해 주세요,3
14829,문경 날씨 맑니,0
14830,고흥 미세먼지 어떨까,3
14831,연천 날씨 춥니,0
14832,신안 날씨 흐리려나,0
14833,오늘 영동 눈 오냐,0
14834,오늘 영월 마스크 필요해,3
14835,혹시 그 때 종로구 맛집 어떨까,1
14836,순창 날씨 맑냐,0
14837,하동 그러면 공기 미세먼지,3
14838,충청북도 주변 강 추천해 주라,2
14839,가까운 물놀이 빨리 말해요,2
14840,광주 우산 필요해,0
14841,이천 우산 챙겨야해,0
14842,목포 곱창 맛집 어디 있냐,1
14843,동두천 이제 미세먼지,3
14844,경기도 주변 휴양지 알려주세요,2
14845,광양 날씨 맑니,0
14846,아 맞다 이번 주 미세먼지,3
14847,어쨋든 장흥 김치 알려주라,1
14848,봄 관광지 추천해 주라,2
14849,창녕 우산 챙겨야해,0
14850,나주 그럼 날씨 날씨,0
14851,서울 근처 산 알려주라,2
14852,광주 이번 주 여행 가는데 황사 오려나,3
14853,아 서울 구로구 공기 미세먼지,3
14854,진주 미세먼지,3
14855,탕수육 핫한 레스토랑 궁금해요,1
14856,신안 그럼 공기 미세먼지,3
14857,그러면 원주 알밥 식당 알려주세요,1
14858,군위 공기 미세먼지,3
14859,서대문구 뷔페 알려주라,1
14860,서울 용산 우산 챙겨야 할까,0
14861,용산구 제일 맛있는 떡갈비 집 알려줘,1
14862,강남구 제일 맛있게 하는 라면 추천 식당 해주세요,1
14863,아산 우산 써야 할까,0
14864,완도 미세먼지 그 때,3
14865,추억 셀카 찍을만한 여행지 어디 있냐,2
14866,단양 미세먼지,3
14867,청도 날씨 맑니,0
14868,시흥 주변 요리 알려줘,1
14869,그니까 서울 성북구 비오냐,0
14870,일산 떡갈비 맛집 알려줄래,1
14871,광주 이번 주 초미세먼지 심하려나,3
14872,파주 가기 좋은 문화 거리 알려주라,2
14873,서울 성동구 김밥 맛집 알려주세요,1
14874,물놀이 원해 갈만한 곳,2
14875,아 보은 날씨 말해줘,0
14876,하늘 심하니,3
14877,야 송파 콩나물 국밥 맛집 알려주라,1
14878,마포구 눈 올지 말해 줘주라,0
14879,양산 갈만 한 국제 공원 알려주세요,2
14880,중구 빵집 알려줄래,1
14881,칠곡 우산 필요하냐,0
14882,공주 카페 어디 있니,1
14883,안동 샐러드 바 추천해 주세요,1
14884,군산 미세먼지,3
14885,모레 비 옷 입어야 하니,0
14886,방송 나온 덮 밥 어디 있니,1
14887,담양 우산 가져갈까,0
14888,관악구 근처 경치 추천해 주라,2
14889,관광 할만 한 드라이브 여행지 알려주라,2
14890,영천 마스크 챙겨야 할까,3
14891,유명한 해수욕장 여행지 추천 원해,2
14892,순천 놀 만 한 스키장 어디 있냐,2
14893,보성 먼지 먼지,3
14894,성주 마스크 챙겨야 할까,3
14895,군포 놀 만 한 관광지 추천해 줘,2
14896,진안 마스크 쓸까,3
14897,동작구 카페 추천 해주세요,1
14898,평창 날씨 알려줘,0
14899,전라도 근처 휴양지 알려주라,2
14900,황사 올까,3
14901,전주 눈 올까,0
14902,전주 비빔밥 맛집 없을까,1
14903,의왕 날씨 춥냐,0
14904,서울 서초구 초미세먼지 어때,3
14905,강동구 주변 해변 어디 있냐,2
14906,경상도 날씨 알려주세요,0
14907,여주 놀 만 한 관광지 알려줄래,2
14908,화성 미세먼지 어때,3
14909,광양 마스크 필요할까,3
14910,의성 구경 하기 좋은 숙박 추천 해주라,2
14911,인기 있는 케이크 알려줘,1
14912,전라남도 초미세먼지 심할지 말해 주라,3
14913,단양 춥냐,0
14914,대전 은평구 미세먼지,3
14915,경상남도 주변 갈대 추천해 주세요,2
14916,의왕 구경 하기 좋은 야구장 알려주세요,2
14917,하여튼 부산 이번 주 미세먼지 맑은지 알려줄래,3
14918,태백 날씨 어떠냐,0
14919,용인 날씨 추울까,0
14920,모레 횡성 공기 미세먼지,3
14921,관악구 인기 많은 라멘 집 알려주세요,1
14922,모레 서대문구 날씨 뭔데,0
14923,완주 라멘 맛집 어디 있니,1
14924,장흥 중국집 알려줄래,1
14925,청도 술집 알려주세요,1
14926,고성 관광 할만 한 명소 알려주라,2
14927,아무튼 양구 맑을까,0
14928,동작구 주변 휴양지 추천해 주라,2
14929,울릉 날씨 맑을까,0
14930,전라도 근처 갈대 알려줄래,2
14931,영덕 미세먼지 어떨까,3
14932,예천 눈 오는지 말해 줘줘,0
14933,충청남도 근처 해변 추천해 주세요,2
14934,정읍 눈 올까,0
14935,서초구 맛있게 하는 족발 추천해 줘,1
14936,오늘 마스크 써야 하니,3
14937,이천 먼지 꼈나,3
14938,통영 갈만 한 국립공원 알려주세요,2
14939,남해 우산 챙겨야 할까,0
14940,충청남도 날씨 알려주라,0
14941,서울 종로구 날씨 맑을까,0
14942,내일 해운대 미세먼지,3
14943,아 그럼 내일 마포구 날씨 알려줘,0
14944,거제 눈 오니,0
14945,광양 들려 봐야 하는 테마 파크 알고싶어,2
14946,서산 마스크 챙길까,3
14947,김천 날씨 흐릴까,0
14948,금천구 고깃집 알려주세요,1
14949,동작구 떡갈비 집 알고싶어,1
14950,그니까 화천 눈 오는지 말해 줘,0
14951,조촌동 공기 어떠냐,3
14952,청담동 잘하는 곳 먹을까,1
14953,속초 놀기 좋은 명소 알려줘,2
14954,그럼 이제 이번 주 광주 날씨 알려줘,0
14955,알려주세요 춘천 공기,3
14956,충청도 눈 올지 알아봐줘,0
14957,논산 공기 어떠려나,3
14958,경상남도 주변 바다 추천해 주세요,2
14959,인생 사진 찍 수 있는 휴양지 알고싶어,2
14960,구리 춥니,0
14961,서울 서초구 콩나물 국밥 알려줄래,1
14962,강원 영월군 갈 것 같은데 미세먼지 알려줄래,3
14963,서울 중랑구 미세먼지,3
14964,전주 날씨 흐리려나,0
14965,전라도 눈 오는지 알려줄래,0
14966,먼지 알려줬으면 졸겠어,3
14967,화천 제일 맛있게 하는 식당 알려줘,1
14968,의왕 그러게 우산 필요해,0
14969,강서구 술집 알려줄래,1
14970,중구 맛있게 하는 소고기 추천해 주라,1
14971,그러면 금암동 미세먼지,3
14972,전라도 주변 폭포 알려줄래,2
14973,광주 이번 주 황사 오려나,3
14974,경상도 주변 단풍 어디 있냐,2
14975,진도 가봐야 하는 리조트 추천 해줘,2
14976,경기도 주변 바닷가 알려주세요,2
14977,월요일 미세먼지 알려줄 수 있어,3
14978,오늘 마스크 써야 하니,3
14979,내일 서울시 구로 날씨 알려줄래,0
14980,홍성 카페 알고싶어,1
14981,경상북도 주변 해변 알려주라,2
14982,어쨋든 여수 왕 갈비 추천해 주세요,1
14983,대구 닭꼬치 맛집 어디 있냐,1
14984,좋은 셀카 촬영 할만 한 여행지 알고싶어,2
14985,근처 인기 많은 맛집 알고싶어,1
14986,보은 삼겹살 맛집 알려주세요,1
14987,청도 볼 만 한 호텔 추천해 주라,2
14988,ㅋㅋㅋ 순천 황사 심하냐고,3
14989,충청도 주변 폭포 알려주라,2
14990,함평 먼지 미세먼지,3
14991,그러면 남양주 비 올지 말해 줘주세요,0
14992,노원구 괜찮은 김치 찜 어디 있냐,1
14993,함양 분식집 알려주세요,1
14994,내일모레 횡성 가는데 날씨 말해줘,0
14995,관광지 주변 여행지 알려주라,2
14996,그니까 대전 국수 맛집 어디 있냐,1
14997,오늘 수원 미세먼지 알려주세요,3
14998,ㅇㅇ 오늘 익산시 날씨 알려주라,0
14999,의성 마스크 써야 할까,3
15000,화천군 미세먼지 물어볼게,3
15001,그러면 서울 구로구 미세먼지,3
15002,은평구 치킨 집 알려주라,1
15003,이번 주 서울 초미세먼지 어때,3
15004,그럼 경주 샤브샤브 맛집 어디 있니,1
15005,양평 놀기 좋은 명소 추천해 주세요,2
15006,서울 영등포구 카페 알려줘,1
15007,오전 미추홀 날씨 좋니,0
15008,우산 필요하니,0
15009,창녕 날씨 추울까,0
15010,그니까 이번 주 서울 눈 오니,0
15011,군위 마스크 가져가야하니,3
15012,무안 황사 올까,3
15013,괜찮은 덮 밥 알고싶어,1
15014,서울 종로구 덥냐,0
15015,그러면 광주 이번 주 황사 오려나,3
15016,횡성 우산 써야 할까,0
15017,경기도 근처 해변 알려주세요,2
15018,서울 종로구 날씨 맑냐,0
15019,이천 마스크 챙겨야 하니,3
15020,괴산 마스크 챙겨야해,3
15021,경기도 주변 산책로 어디 있냐,2
15022,충청북도 주변 휴양지 알려주세요,2
15023,ㅋㅋ 내일 충청남도 당진 날씨 알려줄래,0
15024,강진 가봐야 하는 명소 어디 있니,2
15025,혹시 이따 공기 좀 알려줄래요,3
15026,서천 미세먼지,3
15027,아름다운 셀카 찍기 좋은 여행지 어디 있냐,2
15028,청양 우산 가져갈까,0
15029,월요일 날씨 어떨 것 같냐,0
15030,장수 우산 쓸까,0
15031,청송 흐리냐,0
15032,함양 먼지 어떤지 알아봐줘,3
15033,화요일 마포구 미세먼지 알려줘,3
15034,김천 꼭 가봐야 하는 명소 알려주세요,2
15035,모레 경기도 안산 ㅋㅋ 미세먼지 이제,3
15036,즉 내일 전라북도 진안 미세먼지 알려줄래,3
15037,강남구 갈비 집 알려주라,1
15038,인기 많은 돈가스 거리 어디니,1
15039,순대국밥 핫한 맛집 어때,1
15040,울릉 제일 맛있게 하는 돼지 갈비 추천해 줘,1
15041,함평 오늘 날씨 알려줘,0
15042,사천 우산 챙길까,0
15043,하 진주 날씨 날씨,0
15044,전라도 근처 갈대 알려주라,2
15045,ㅋ 김천 더울까,0
15046,충청남도 주변 강 어디 있니,2
15047,전라북도 주변 계곡 알려주라,2
15048,논산 다음 주 초미세먼지 알려줘,3
15049,천안 호두과자 본점 어디니,1
15050,평창 가까운 명소 알려주세요,2
15051,봉화군 미세먼지 심할까,3
15052,고흥 소시지 알려주라,1
15053,신안 공기 좋으려나,3
15054,그니까 단양 눈 오는지 말해 줘주세요,0
15055,부안 우산 써야 할까,0
15056,천안 비오냐,0
15057,ㅇㅇ 나주 날씨 말해 줘,0
15058,오늘 우산 써야 하니,0
15059,연천 날씨 어때,0
15060,한식 먹거리 어디니,1
15061,강진 마스크 쓸까,3
15062,평택 마스크 챙겨야해,3
15063,익산 날씨 어떨 것 같은지 말해줘,0
15064,해볼만 한 등반 여행지 알려줘,2
15065,경기도 근처 바닷가 알려주세요,2
15066,하여튼 논산 양 꼬치 추천해 줘,1
15067,경상남도 근처 계곡 알고싶어,2
15068,그럼 동두천 미세먼지,3
15069,태안 날씨 말해 줘주라,0
15070,그럼 중구 축구장 어디,2
15071,서울 성북구 미세먼지,3
15072,오늘 말하자면 괴산군 날씨 뭐,0
15073,문경 마스크 가져갈까,3
15074,하지만 서울 은평구 공기상태,3
15075,고흥 꼭 들려야 하는 명소 알려주라,2
15076,순창 마스크 필요해,3
15077,제주도 근처 꽃 추천해 줘,2
15078,충청남도 근처 산책로 추천해 주세요,2
15079,오산 미세먼지,3
15080,진천 분식집 추천해 줘,1
15081,여주 그러면 우산 가져가야하니,0
15082,가평 뷔페 어디 있니,1
15083,전주 맑을까,0
15084,울진 삼겹살 집 알려줘,1
15085,남양주 꼭 가봐야 하는 관광지 알려주세요,2
15086,홍성 맛 나게 하는 뚝배기 어디 있냐,1
15087,서울 금천구 우산 가져갈까,0
15088,도봉구 근처 여행지 알려줄래,2
15089,미추홀 베이커리 추천해 줘,1
15090,경상북도 주변 산책로 어디 있냐,2
15091,고로케 요리 궁금해,1
15092,오산 날씨 덥다,0
15093,제일 맛있는 조개 맛집,1
15094,창원 황사 궁금해서 물어봤어요,3
15095,충청남도 근처 단풍 추천해 주라,2
15096,목포 흐리냐,0
15097,전라도 주변 휴양지 알려줘,2
15098,원주 삼겹살 맛집 알려주라,1
15099,시흥 흐릴까,0
15100,홍천 맑을까,0
15101,서울 용산구 마스크 써야하니,3
15102,충주 가볼만 한 관광지 추천 해줘,2
15103,강원도 오존 어떤지 알려줄래,3
15104,최고 사진 찍 수 있는 휴양지 알려주라,2
15105,경기도 주변 단풍 알려줘,2
15106,모레 미세먼지 알려줘,3
15107,밀양 공기 미세먼지,3
15108,경상남도 근처 강 어디 있니,2
15109,그러면 서울 강동구 오존 심하냐고,3
15110,의령 공기 미세먼지,3
15111,칠곡 갈만 한 놀이동산 추천 해주세요,2
15112,나 월요일 오산 가는데 날씨 궁금해,0
15113,동작구 계곡 가고 싶은데 알려줄래,2
15114,과천 흐리니,0
15115,의왕 분식집 알려줘,1
15116,안산 공기 미세먼지,3
15117,전라북도 근처 휴양지 알려주세요,2
15118,양산 미세먼지 어떨까,3
